flags,utterance,category,intent
BE,I do not know what to do to delete an account,ACCOUNT,delete_account
BE,I cannot set up another shipping address,SHIPPING_ADDRESS,set_up_shipping_address
BI,how do I check at what time customer service available is?,CONTACT,contact_customer_service
BIM,how to check the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
B,help me set up a different shipping address,SHIPPING_ADDRESS,set_up_shipping_address
BI,how to set a different shipping address up?,SHIPPING_ADDRESS,set_up_shipping_address
B,I don't know how to submit some feedback,FEEDBACK,review
B,I want assistance to get a refund of money,REFUND,get_refund
BI,can you help me submit some feedback for your services?,FEEDBACK,review
BLM,help me modify some of the details on my profile,ACCOUNT,edit_account
BL,tell me more about updating my address,SHIPPING_ADDRESS,change_shipping_address
B,help checking my refund status,REFUND,track_refund
BILQ,what do i need to do to use my new profile,ACCOUNT,switch_account
BI,can you show me the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
B,assistance tracking the last order,ORDER,track_order
BL,I try to create a basic account for my wife,ACCOUNT,create_account
B,I need help reporting a registration issue,ACCOUNT,registration_problems
BP,I would like to talk to an agent,CONTACT,contact_human_agent
BCILZ,"I need to subscribe to the newsletter,  how can I do it?",NEWSLETTER,newsletter_subscription
BIL,can you help me to unsubscribe to the company newsletter?,NEWSLETTER,newsletter_subscription
BILQ,how to lodge a customer claim,FEEDBACK,complaint
B,check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BI,where do I check at what time customer service available is?,CONTACT,contact_customer_service
BIMP,will you show me the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BEP,I do not know how I could create an account,ACCOUNT,create_account
BM,I need assistance checking what delivery options you offer,DELIVERY,delivery_options
BEM,I do not know how to report payment issues,PAYMENT,payment_issue
BCEILQZ,uare not helpful ca uhelp me chat with an agent,CONTACT,contact_human_agent
BI,can I set a new shipping address up?,SHIPPING_ADDRESS,set_up_shipping_address
BE,why I cannot set up a new shipping address valid,SHIPPING_ADDRESS,set_up_shipping_address
B,I need help to edit the information on my account,ACCOUNT,edit_account
B,I don't know what to do to set another shipping address up,SHIPPING_ADDRESS,set_up_shipping_address
BLQ,i need help creating another account,ACCOUNT,create_account
BM,help me getting refunds,REFUND,get_refund
BP,I don't know how I could cancel an order I have made,ORDER,cancel_order
B,I want assistance checking my refund status,REFUND,track_refund
B,I need assistance deleting the account,ACCOUNT,delete_account
BM,help me to get refunds,REFUND,get_refund
BL,I don't know what I need to do to chat with a live agent,CONTACT,contact_human_agent
BLMQ,i want supports modifying my address,SHIPPING_ADDRESS,change_shipping_address
BIP,will you tell me your allowed payment methods?,PAYMENT,check_payment_methods
BI,can you show me what hours customer service available is?,CONTACT,contact_customer_service
BIP,would it be possible to edit my account?,ACCOUNT,edit_account
BI,where can I get information about delivery periods?,DELIVERY,delivery_period
BE,I do not know what I need to do to check my order ETA,ORDER,track_order
B,help regarding our registration,ACCOUNT,registration_problems
B,I need help to change something of an order,ORDER,change_order
BI,is it possible to report a payment issue?,PAYMENT,payment_issue
BP,I would like to recover my password,ACCOUNT,recover_password
B,I want assistance setting a new shipping address up,SHIPPING_ADDRESS,set_up_shipping_address
BI,can you show me the status of the refund?,REFUND,track_refund
BIP,how could I edit the information on my account?,ACCOUNT,edit_account
BM,I want help taking a quick look at my invoices,INVOICE,check_invoice
BI,is it possible to switch user?,ACCOUNT,switch_account
BM,I need help to buy some of your item,ORDER,place_order
BEM,I cannot remove some items,ORDER,change_order
BL,I need help resetting the key of my account,ACCOUNT,recover_password
BE,I do not know how to check how soon can I expect the item,DELIVERY,delivery_period
BLQ,I'm trying to sign up to the company newsletter,NEWSLETTER,newsletter_subscription
BI,can you help me buying something?,ORDER,place_order
B,I want assistance getting a refund of money,REFUND,get_refund
BL,I need assistance to talk with an agent,CONTACT,contact_human_agent
B,I am trying to check if there is anything new on my refund,REFUND,track_refund
BE,I do not know how I can file a complaint,FEEDBACK,complaint
BIM,can you help me reporting issues with payments?,PAYMENT,payment_issue
BIMP,could you show me what options for delivery I have?,DELIVERY,delivery_options
B,assistance deleting an account,ACCOUNT,delete_account
BE,I am looking for information about the delivery options,DELIVERY,delivery_options
B,I need assistance checking when my item is going to arrive,DELIVERY,delivery_period
BLQZ,i want assistance using a different user proflie,ACCOUNT,switch_account
BP,I don't know how I could leave a review,FEEDBACK,review
BCEILZ,"I do not want this profile, can I change to anmother one?",ACCOUNT,switch_account
BIL,where can I file a consumer complaint against your business?,FEEDBACK,complaint
BLZ,I want help to use my new use profile,ACCOUNT,switch_account
B,help to get my money back,REFUND,get_refund
B,I need help checking your allowed payment methods,PAYMENT,check_payment_methods
B,assistance to check how soon can I expect the delivery,DELIVERY,delivery_period
BQZ,i have got to check the czncellation fee,CANCELLATION_FEE,check_cancellation_fee
BIL,how do I talk to an operator?,CONTACT,contact_human_agent
BM,I have problems with forgotten passwords,ACCOUNT,recover_password
B,I need to talk to an agent,CONTACT,contact_human_agent
BL,I want to speak to customer assistance,CONTACT,contact_customer_service
BM,I need to buy some items,ORDER,place_order
BLQW,need help deleting the fucking user account,ACCOUNT,delete_account
B,I need information about changing my shipping address,SHIPPING_ADDRESS,change_shipping_address
B,I need an agent,CONTACT,contact_human_agent
BM,issues setting up another shipping address,SHIPPING_ADDRESS,set_up_shipping_address
BIP,would it be possible to delete my account?,ACCOUNT,delete_account
BE,I do not know how to change the shipping address,SHIPPING_ADDRESS,change_shipping_address
BIM,can you help me to add some items?,ORDER,change_order
BLQ,want assistance to open a new freemium account,ACCOUNT,create_account
BM,I don't know what to do to find the invoices from January,INVOICE,check_invoice
B,assistance reporting a payment issue,PAYMENT,payment_issue
BM,I have issues changing my shipping address,SHIPPING_ADDRESS,change_shipping_address
B,help me to register,ACCOUNT,create_account
BIP,could you help me check how long the delivery takes?,DELIVERY,delivery_period
B,assistance changing the shipping address,SHIPPING_ADDRESS,change_shipping_address
B,I need assistance cancelling an order,ORDER,cancel_order
BM,information about changing orders,ORDER,change_order
BILQZ,can icreate a user account,ACCOUNT,create_account
BL,I want assistance to see what payment methods are allowed,PAYMENT,check_payment_methods
BIP,how could I set up another shipping address?,SHIPPING_ADDRESS,set_up_shipping_address
B,help me to submit some feedback for your company,FEEDBACK,review
B,assistance checking if there is anything new on my refund,REFUND,track_refund
BE,I am looking for delivery periods,DELIVERY,delivery_period
B,I want help contacting an agent,CONTACT,contact_human_agent
B,help to check the status of my order,ORDER,track_order
BI,are the charges of services refundable?,REFUND,check_refund_policy
BIP,where could I change the shipping address?,SHIPPING_ADDRESS,change_shipping_address
B,check at what time I can contact customer service,CONTACT,contact_customer_service
B,I need help switching user,ACCOUNT,switch_account
B,I need help checking when will my item arrive,DELIVERY,delivery_period
BCELZ,"I do not use my secondary account, I need help canceling it",ACCOUNT,delete_account
BIM,can you help me solve issues with payment?,PAYMENT,payment_issue
BI,how do I check how long the delivery takes?,DELIVERY,delivery_period
BL,assistance checking what hours I can reach customer service,CONTACT,contact_customer_service
BCIL,"I need to update my account, how do I do it?",ACCOUNT,edit_account
BM,assistance to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee
B,I want help checking the options for delivery,DELIVERY,delivery_options
BL,I want assistance receiving your corporate newsletter,NEWSLETTER,newsletter_subscription
BKM,reporting issues with payments,PAYMENT,payment_issue
BLZ,I can't subscribe to hte newsletter,NEWSLETTER,newsletter_subscription
BM,I need help reporting issues with payments,PAYMENT,payment_issue
BK,delete account,ACCOUNT,delete_account
BLQ,want assistance talking with a person,CONTACT,contact_human_agent
B,I have got to get my money back,REFUND,get_refund
B,show me how soon can I expect the item,DELIVERY,delivery_period
BI,what are the payment methods available?,PAYMENT,check_payment_methods
BELQ,i do not know how to speak with customer service,CONTACT,contact_customer_service
BIM,can I check what options for delivery I can choose?,DELIVERY,delivery_options
BI,can you help me submitting some feedback for a service?,FEEDBACK,review
BI,how do I check my order ETA?,ORDER,track_order
BL,check what payment options are allowed,PAYMENT,check_payment_methods
BI,how do I change my shipping address?,SHIPPING_ADDRESS,change_shipping_address
BL,help me removing a secondary account,ACCOUNT,delete_account
BI,what do I need to do to recover my password?,ACCOUNT,recover_password
BCILQZ,need to modify thedelivery address can uhelp me,SHIPPING_ADDRESS,change_shipping_address
BM,I don't know how to get the invoices from my last purchase,INVOICE,get_invoice
BM,I don't know what I have to do to report registration issues,ACCOUNT,registration_problems
BEM,I do not know how to buy several of your item,ORDER,place_order
B,I have forgotten to include an item,ORDER,change_order
B,I don't know what I have to do to talk to an agent,CONTACT,contact_human_agent
B,I need help to create an account,ACCOUNT,create_account
BM,I want to get the invoices from July,INVOICE,get_invoice
BIP,where could I check the invoice from my last purchase?,INVOICE,check_invoice
BLM,I don't know how I can check the withdrawal penalties,CANCELLATION_FEE,check_cancellation_fee
B,I don't know how to talk to an agent,CONTACT,contact_human_agent
B,check what payment methods you accept,PAYMENT,check_payment_methods
BL,I want assistance to talk to customer service,CONTACT,contact_customer_service
B,I try to check the delivery options,DELIVERY,delivery_options
BIP,would it be possible to leave a review for your services?,FEEDBACK,review
B,I need help to switch user,ACCOUNT,switch_account
BILQZ,is it possxible to create a basic account,ACCOUNT,create_account
BE,I do not know how to check the status of my order,ORDER,track_order
BI,can you help me set another shipping address up?,SHIPPING_ADDRESS,set_up_shipping_address
BK,buy item,ORDER,place_order
B,I want assistance to leave a review for your services,FEEDBACK,review
B,I want assistance to make an order,ORDER,place_order
B,your refund policy,REFUND,check_refund_policy
BL,I need help to modify the data included on my profile,ACCOUNT,edit_account
BIP,could I check if there is anything wrong with my refund?,REFUND,track_refund
BK,switch to another user,ACCOUNT,switch_account
B,tell me more about subscribing to your company newsletter,NEWSLETTER,newsletter_subscription
B,I need help to check what payment methods you accept,PAYMENT,check_payment_methods
BKM,get invoices from April,INVOICE,get_invoice
BK,registration issue,ACCOUNT,registration_problems
B,show me at what time customer service available is,CONTACT,contact_customer_service
BL,informing of error with sign-up,ACCOUNT,registration_problems
BLQZ,hepp me to make a claim against ur organization,FEEDBACK,complaint
BP,I don't know how I could contact an agent,CONTACT,contact_human_agent
BL,assistance to unsubscribe to your company newsletter,NEWSLETTER,newsletter_subscription
B,I want to track my order,ORDER,track_order
B,I need assistance to register,ACCOUNT,create_account
B,I try to get my money back,REFUND,get_refund
BM,help me buying some of your item,ORDER,place_order
BP,I would like to file a complaint,FEEDBACK,complaint
BI,what do I need to do to get a refund?,REFUND,get_refund
BL,help to create another online account,ACCOUNT,create_account
BELQZ,i cannot unsubscribe to the coorporate newsletter,NEWSLETTER,newsletter_subscription
BI,is it possible to track an order?,ORDER,track_order
B,I want to check how long the delivery takes,DELIVERY,delivery_period
BIP,how could I delete an account?,ACCOUNT,delete_account
BILW,what do I have to do to speak to a fucking human agent?,CONTACT,contact_human_agent
B,I am trying to set a different shipping address up,SHIPPING_ADDRESS,set_up_shipping_address
B,help me getting a refund,REFUND,get_refund
B,I am trying to delete the account,ACCOUNT,delete_account
BIL,where can I check what payment options are accepted?,PAYMENT,check_payment_methods
B,I want assistance editing my account,ACCOUNT,edit_account
BL,I don't know how to create a basic account,ACCOUNT,create_account
BL,I try to file a complaint against your company,FEEDBACK,complaint
B,I have to set another shipping address up,SHIPPING_ADDRESS,set_up_shipping_address
BI,where do I submit some feedback?,FEEDBACK,review
BM,I have problems with changing an order I have made,ORDER,change_order
BIM,how to check the invoices from last month?,INVOICE,check_invoice
BM,help getting the invoices from 10 months ago,INVOICE,get_invoice
BI,how can I check when my item is going to arrive?,DELIVERY,delivery_period
B,I am trying to cancel the company newsletter subscription,NEWSLETTER,newsletter_subscription
BE,I do not know how to delete the account,ACCOUNT,delete_account
BM,I want to get refunds of money,REFUND,get_refund
BI,where to switch user?,ACCOUNT,switch_account
BIM,can you help me to get the invoices from last month?,INVOICE,get_invoice
BM,I want to check what delivery options I have,DELIVERY,delivery_options
BM,I have a problem with adding several items to an order,ORDER,change_order
BLQ,want assistance canceling the subscription to ur newsletter,NEWSLETTER,newsletter_subscription
B,I want information about the company newsletter subscription,NEWSLETTER,newsletter_subscription
BL,I want help talking with somebody,CONTACT,contact_human_agent
BM,help to remove some items from an order,ORDER,change_order
BIMP,where could I get the invoices from 6 purchases ago?,INVOICE,get_invoice
BILM,can I see the termination charges?,CANCELLATION_FEE,check_cancellation_fee
BI,how to check your allowed payment methods?,PAYMENT,check_payment_methods
BI,is it possible to check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
BP,I don't know how I could check your refund policy,REFUND,check_refund_policy
B,check ETA of order,ORDER,track_order
BEL,I do not know how I can see the withdrawal fee,CANCELLATION_FEE,check_cancellation_fee
BCEILQ,uare not helpful at all can uhelp me to speak to an agent,CONTACT,contact_human_agent
BI,what do I have to do to make an order?,ORDER,place_order
BEM,I am looking for information about order cancelations,ORDER,cancel_order
B,the shipping address changed,SHIPPING_ADDRESS,change_shipping_address
B,I try to track an order,ORDER,track_order
B,help me to recover my password,ACCOUNT,recover_password
BE,I do not know how to subscribe to your company newsletter,NEWSLETTER,newsletter_subscription
BM,I need assistance to check what delivery options I have,DELIVERY,delivery_options
BIM,can you help me buying several items?,ORDER,place_order
BEP,I do not know how I could change my shipping address,SHIPPING_ADDRESS,change_shipping_address
B,I need assistance canceling the order I made,ORDER,cancel_order
B,I am calling to get the invoice from last month,INVOICE,get_invoice
BI,what is the status of my order?,ORDER,track_order
BI,where do I track the last order?,ORDER,track_order
BI,how do I check the status of my refund?,REFUND,track_refund
B,I want assistance to change the shipping address,SHIPPING_ADDRESS,change_shipping_address
B,I have to edit my account,ACCOUNT,edit_account
BLQ,i need assistance to update the user data,ACCOUNT,edit_account
BK,leave review for your company,FEEDBACK,review
B,I want assistance to set up a different shipping address,SHIPPING_ADDRESS,set_up_shipping_address
B,help to set up a new shipping address,SHIPPING_ADDRESS,set_up_shipping_address
B,I need help to set up a different shipping address,SHIPPING_ADDRESS,set_up_shipping_address
B,show me when my delivery is going to arrive,DELIVERY,delivery_period
B,I want to use another account,ACCOUNT,switch_account
B,I don't know how to set up a new shipping address,SHIPPING_ADDRESS,set_up_shipping_address
BCILMQ,i have got to check the withdrawal fees can uhelp me,CANCELLATION_FEE,check_cancellation_fee
BIL,is it possible to edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address
BM,help me to get refunds of money,REFUND,get_refund
BI,is it possible to subscribe to your company newsletter?,NEWSLETTER,newsletter_subscription
BQ,want help subscribing to your company newsletter,NEWSLETTER,newsletter_subscription
B,problem with cancelling an order I made,ORDER,cancel_order
BIL,is it possible to create a different account?,ACCOUNT,create_account
BM,I need help to solve issues with payment,PAYMENT,payment_issue
BLQ,i need help to create a premium account,ACCOUNT,create_account
BL,I need assistance regarding our sign-up,ACCOUNT,registration_problems
BIP,could you help me setting up a new shipping address?,SHIPPING_ADDRESS,set_up_shipping_address
BILZ,how do I check what ohurs I can contact customer support?,CONTACT,contact_customer_service
B,I have got to check what hours customer service available is,CONTACT,contact_customer_service
BIP,could you help me setting a different shipping address up?,SHIPPING_ADDRESS,set_up_shipping_address
BCLZ,"I want to sign up to hte newsletter, help me",NEWSLETTER,newsletter_subscription
B,tell me more about the delivery options,DELIVERY,delivery_options
BM,I have to get refunds of money,REFUND,get_refund
BI,is it possible to get the invoice from my last purchase?,INVOICE,get_invoice
BLQ,i dont know how i can see the payment options,PAYMENT,check_payment_methods
BM,reporting registration issues,ACCOUNT,registration_problems
BLQ,i need help changing to a new profile,ACCOUNT,switch_account
B,I have to submit some feedback for your company,FEEDBACK,review
BLMZ,I don't know whyat I have to do to inform of signup errors,ACCOUNT,registration_problems
B,information about a forgotten password,ACCOUNT,recover_password
BL,assistance seeing the termination penalty,CANCELLATION_FEE,check_cancellation_fee
BLW,I try to create a bloody online account,ACCOUNT,create_account
BM,I have problems with removing some items,ORDER,change_order
BIMP,will you show me what options for delivery you offer?,DELIVERY,delivery_options
BM,I try to check what options for delivery are available,DELIVERY,delivery_options
B,I am calling to check how soon can I expect the item,DELIVERY,delivery_period
BLQ,need to modify my shipping address,SHIPPING_ADDRESS,change_shipping_address
B,I have to check your money back policy,REFUND,check_refund_policy
B,I don't know what to do to contact an agent,CONTACT,contact_human_agent
B,I need to buy something,ORDER,place_order
BM,I need assistance to get refunds,REFUND,get_refund
BIP,could you help me to switch user?,ACCOUNT,switch_account
BLQ,i have to unsubscribe from ur newsletter,NEWSLETTER,newsletter_subscription
B,I have to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BIMP,where could I report registration issues?,ACCOUNT,registration_problems
B,I need help making a purchase,ORDER,place_order
BM,I need to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee
BIL,what time is customer assistance available?,CONTACT,contact_customer_service
B,help to edit my personal information,ACCOUNT,edit_account
B,I am trying to submit some feedback for your services,FEEDBACK,review
BIP,how could I check the delivery options?,DELIVERY,delivery_options
B,I need assistance to file a complaint against your business,FEEDBACK,complaint
BIMP,would you give me information about the delivery periods?,DELIVERY,delivery_period
BIM,can you send me the invoices from my last purchase?,INVOICE,get_invoice
B,I want to check how soon can I expect the item,DELIVERY,delivery_period
BE,I do not know how to talk to an agent,CONTACT,contact_human_agent
BK,report payment issue,PAYMENT,payment_issue
BI,what do I have to do to set up a new shipping address?,SHIPPING_ADDRESS,set_up_shipping_address
BM,I need information about orders,ORDER,change_order
B,I don't know what I need to do to contact customer service,CONTACT,contact_customer_service
B,I want to get a refund of money,REFUND,get_refund
B,I am trying to check in what cases can I ask to be refunded,REFUND,check_refund_policy
BK,making purchase,ORDER,place_order
B,I want assistance to change an order,ORDER,change_order
BLQ,need assistance talking to an operator,CONTACT,contact_human_agent
BIM,can you help me buying a few of your item?,ORDER,place_order
BP,I don't know how I could report a payment issue,PAYMENT,payment_issue
B,I want help to set up a new shipping address,SHIPPING_ADDRESS,set_up_shipping_address
BCELQ,i do not need this user i have to use a new one,ACCOUNT,switch_account
BI,how to edit the information on my account?,ACCOUNT,edit_account
B,I don't know what I need to do to switch to another account,ACCOUNT,switch_account
BLQ,i have to create a different account,ACCOUNT,create_account
B,I want information about changing my shipping address,SHIPPING_ADDRESS,change_shipping_address
B,assistance to check when my item is going to arrive,DELIVERY,delivery_period
BE,I cannot find the invoice from February,INVOICE,check_invoice
BE,I do not know what I have to do to contact customer service,CONTACT,contact_customer_service
BI,where do I cancel the order I have made?,ORDER,cancel_order
BL,speak to an agent,CONTACT,contact_human_agent
B,show me your allowed payment methods,PAYMENT,check_payment_methods
BLQ,i need help talking with an assistant,CONTACT,contact_human_agent
BI,is it possible to check the status of the refund?,REFUND,track_refund
B,I need assistance to use another account,ACCOUNT,switch_account
BP,I don't know how I could get the invoice,INVOICE,get_invoice
BIMP,could I check what options for delivery I can choose?,DELIVERY,delivery_options
B,I don't know what to do to talk to an agent,CONTACT,contact_human_agent
BI,where to check your money back policy?,REFUND,check_refund_policy
BIM,where to report issues with payments?,PAYMENT,payment_issue
B,I am trying to add something to an order,ORDER,change_order
B,I want assistance to submit some feedback for a service,FEEDBACK,review
BIM,how to buy a few of your item?,ORDER,place_order
BL,I need assistance checking the available payment methods,PAYMENT,check_payment_methods
B,I don't know how I can check your refund policy,REFUND,check_refund_policy
B,help me cancel the last order I made,ORDER,cancel_order
BM,I have problems with user account deletions,ACCOUNT,delete_account
BI,is it possible to delete an account?,ACCOUNT,delete_account
BI,where can I check the status of my refund?,REFUND,track_refund
BIM,where can I get information about forgotten passwords?,ACCOUNT,recover_password
BCELQZ,uarenot being helpful i want help to speak with someone,CONTACT,contact_human_agent
BILQ,what do i have to do to check the withdrawal charge,CANCELLATION_FEE,check_cancellation_fee
B,I need help to file a complaint,FEEDBACK,complaint
B,I have got to cancel my order,ORDER,cancel_order
BI,how much will you charge me for breaking the contract?,CANCELLATION_FEE,check_cancellation_fee
BI,is it possible to get my money back?,REFUND,get_refund
B,I need help changing my shipping address,SHIPPING_ADDRESS,change_shipping_address
BI,how to track my order?,ORDER,track_order
B,I have a problem with changing the last order,ORDER,change_order
BLM,I need help correcting some of the details on my account,ACCOUNT,edit_account
B,I have to cancel an order I have made,ORDER,cancel_order
B,I need help regarding our registration,ACCOUNT,registration_problems
B,I don't know how I can delete the account,ACCOUNT,delete_account
B,help me check my order ETA,ORDER,track_order
B,cancellation fee,CANCELLATION_FEE,check_cancellation_fee
B,I want help checking if there is anything new on my refund,REFUND,track_refund
B,I don't know what I need to do to track the refund,REFUND,track_refund
BIP,how could I contact customer service?,CONTACT,contact_customer_service
B,I don't know what I have to do to check my refund status,REFUND,track_refund
BM,help to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee
BLQ,i dont know what i have to do to contact customer support,CONTACT,contact_customer_service
BIL,how can I lodge a complaint?,FEEDBACK,complaint
BM,I want help to check the invoice from 2 months ago,INVOICE,check_invoice
BIL,what do I have to do to use a new account?,ACCOUNT,switch_account
BI,how to cancel an order?,ORDER,cancel_order
B,I need assistance tracking an order,ORDER,track_order
BCELQ,"I am not a client, need assistance to sign up",ACCOUNT,create_account
B,assistance tracking the refund,REFUND,track_refund
BM,help me to get the invoices,INVOICE,get_invoice
B,I have got to track the last order,ORDER,track_order
BIMP,how could I get the invoice from 2 purchases ago?,INVOICE,get_invoice
BIL,how to correct my address?,SHIPPING_ADDRESS,change_shipping_address
B,I need assistance creating an account,ACCOUNT,create_account
BI,can you show me my order ETA?,ORDER,track_order
BK,payment help,PAYMENT,payment_issue
BILQW,where to check the goddamn withdrawal charge,CANCELLATION_FEE,check_cancellation_fee
BIP,could you help me set a new shipping address up?,SHIPPING_ADDRESS,set_up_shipping_address
BLQW,i have a goddamn trouble registering,ACCOUNT,registration_problems
BI,how do I get a refund?,REFUND,get_refund
BLQ,need to switch to a different account,ACCOUNT,switch_account
BIMP,how could I find information about order cancellations?,ORDER,cancel_order
B,I try to recover my password,ACCOUNT,recover_password
BIL,what do I need to do to close my user account?,ACCOUNT,delete_account
BIM,can you help me to buy a few of your item?,ORDER,place_order
BLQW,i dont know how i can talk to bloody customer service,CONTACT,contact_customer_service
BIP,would it be possible to remove an item?,ORDER,change_order
BCEL,"I do not want the user account, help removing it",ACCOUNT,delete_account
BLQ,i cant notify of a registration error,ACCOUNT,registration_problems
BI,where can I find information about a password recovery?,ACCOUNT,recover_password
B,assistance checking what payment methods you accept,PAYMENT,check_payment_methods
BI,can you help me submit some feedback for a service?,FEEDBACK,review
BM,help me check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee
BILQ,can uhelp me to cancel the account,ACCOUNT,delete_account
BIMP,could I get the invoice from 9 purchases ago?,INVOICE,get_invoice
BLMW,I am trying to see the goddamn early termination charges,CANCELLATION_FEE,check_cancellation_fee
B,I want help checking the status of the refund,REFUND,track_refund
BIL,what do I need to do to talk with somebody?,CONTACT,contact_human_agent
BIP,how could I check if there is anything wrong with my refund?,REFUND,track_refund
BIMP,could you help me to get the invoices from last month?,INVOICE,get_invoice
BI,what do I have to do to check my order ETA?,ORDER,track_order
BIM,what do I need to do to find the invoices?,INVOICE,check_invoice
B,I have got to cancel the company newsletter subscription,NEWSLETTER,newsletter_subscription
BIM,is it possible to report issues with payment?,PAYMENT,payment_issue
B,help to check my order ETA,ORDER,track_order
BM,I need help to find the invoices from 4 purchases ago,INVOICE,check_invoice
B,I call to check how soon can I expect the item,DELIVERY,delivery_period
BI,how do I track the refund?,REFUND,track_refund
BIM,where to check my invoices?,INVOICE,check_invoice
B,I want help checking the refund status,REFUND,track_refund
BP,I would like to submit some feedback for your services,FEEDBACK,review
BIMP,could you help me to solve issues with payments?,PAYMENT,payment_issue
BEP,I do not know how I could cancel the last order I made,ORDER,cancel_order
B,I am calling to check how long the delivery takes,DELIVERY,delivery_period
BI,what do I need to do to make an order?,ORDER,place_order
BIM,what are the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BIMP,could I check what options for delivery are available?,DELIVERY,delivery_options
BE,I do not know what I have to do to register,ACCOUNT,create_account
B,talk to an agent,CONTACT,contact_human_agent
BI,where can I get information about the delivery options?,DELIVERY,delivery_options
B,I need assistance editing my personal information,ACCOUNT,edit_account
BI,can you help me getting a refund?,REFUND,get_refund
BEP,I do not know how I could make a purchase,ORDER,place_order
BLQ,i dont know what to do to speak to a human agent,CONTACT,contact_human_agent
BMP,I don't know how I could buy several items,ORDER,place_order
B,I don't know how to file a complaint against your business,FEEDBACK,complaint
BM,question about canceling orders,ORDER,cancel_order
BIMP,how could I check if there is any updates on my refund?,REFUND,track_refund
BIL,can I talk to customer support?,CONTACT,contact_customer_service
BLQ,want help creating a new user account,ACCOUNT,create_account
BL,help me to change to a new profile,ACCOUNT,switch_account
BM,I have problems with canceling orders,ORDER,cancel_order
B,I want to know about delivery periods,DELIVERY,delivery_period
BIM,where can I get information about the delivery periods?,DELIVERY,delivery_period
BM,help finding the invoices from my last purchase,INVOICE,check_invoice
BKM,payment issues,PAYMENT,payment_issue
BELZ,I do not know how to list your available payment methos,PAYMENT,check_payment_methods
BIMP,will you send me the invoices from four months ago?,INVOICE,get_invoice
B,I want help getting the invoice from last month,INVOICE,get_invoice
BP,I would like to check when my delivery is going to arrive,DELIVERY,delivery_period
B,I want to check your allowed payment methods,PAYMENT,check_payment_methods
BI,can you help me create an account?,ACCOUNT,create_account
BI,where can I get information about a forgotten password?,ACCOUNT,recover_password
B,I need information about a password recovery,ACCOUNT,recover_password
BE,I do not know how I can edit the information on my account,ACCOUNT,edit_account
BCEILZ,"I cannot find the termination charge, can I get some help ?",CANCELLATION_FEE,check_cancellation_fee
BLQ,need help filing a claim against ur organization,FEEDBACK,complaint
B,assistance leaving a review for a service,FEEDBACK,review
BIP,could you show me what payment methods are available?,PAYMENT,check_payment_methods
BI,what do I need to do to register?,ACCOUNT,create_account
BK,switching user,ACCOUNT,switch_account
BIP,could you help me to check how long refunds take?,REFUND,check_refund_policy
B,I need assistance to set up a different shipping address,SHIPPING_ADDRESS,set_up_shipping_address
B,I want assistance to check when will my item arrive,DELIVERY,delivery_period
B,assistance to check the status of the refund,REFUND,track_refund
BLQ,want help to open a gold account for my fiance,ACCOUNT,create_account
BE,I do not know what to do to get my invoice,INVOICE,get_invoice
BI,what are the available delivery options?,DELIVERY,delivery_options
BL,I need assistance to inform of a sign-up issue,ACCOUNT,registration_problems
BLQ,I'm trying to unsubscribe to ur newsletter,NEWSLETTER,newsletter_subscription
BM,I have issues setting up a different shipping address,SHIPPING_ADDRESS,set_up_shipping_address
BIP,could I check in what cases can I ask to be refunded?,REFUND,check_refund_policy
BIP,could you help me get my money back?,REFUND,get_refund
BK,check options for delivery,DELIVERY,delivery_options
B,help me check if there is anything wrong with my refund,REFUND,track_refund
BLQZ,i need asistance trying to edit my shipping address,SHIPPING_ADDRESS,change_shipping_address
BCEILQZ,i cannot sign u what do i need to do to report an error,ACCOUNT,registration_problems
BIP,could I track the last order?,ORDER,track_order
BM,assistance to buy several of your item,ORDER,place_order
B,I have a problem with canceling an order,ORDER,cancel_order
BM,I have to report issues with payments,PAYMENT,payment_issue
B,I want assistance deleting the account,ACCOUNT,delete_account
BI,can you help me checking when my item is going to arrive?,DELIVERY,delivery_period
BIP,could you help me reporting an issue with payment?,PAYMENT,payment_issue
BMQ,i have a problem with forgotten passwords,ACCOUNT,recover_password
B,I have a question about a forgotten password,ACCOUNT,recover_password
BLQ,need assistance with our online signup,ACCOUNT,registration_problems
BCILQ,i have got to list ur available payment methods how to do it,PAYMENT,check_payment_methods
BIMP,how could I get the invoices from my last purchase?,INVOICE,get_invoice
B,I want assistance to check my refund status,REFUND,track_refund
BCELZ,"I am not happy with your work, file a consumer rfeclamation",FEEDBACK,complaint
B,assistance to submit some feedback for your company,FEEDBACK,review
BIMP,would it be possible to buy several items?,ORDER,place_order
BIP,could you help me check your money back policy?,REFUND,check_refund_policy
B,help me to contact an agent,CONTACT,contact_human_agent
